"pk_person_features","person_uri","occupation_main","occupation_sec1","occupation_sec2","field_main","field_sec1","field_sec2","fk_person","notes"
5340,http://www.wikidata.org/entity/Q11475878,,NA,NA,NA,NA,NA,5340,
5341,http://www.wikidata.org/entity/Q114762494,,university-teacher,NA,sociology,philosophy,marxism,5341,
5342,http://www.wikidata.org/entity/Q114764032,,university-teacher,NA,NA,NA,NA,5342,
5343,http://www.wikidata.org/entity/Q114764538,,university-teacher,NA,NA,NA,NA,5343,
5344,http://www.wikidata.org/entity/Q11478117,,NA,NA,NA,NA,NA,5344,
5345,http://www.wikidata.org/entity/Q114796518,,filmmaker,NA,NA,NA,NA,5345,
5346,http://www.wikidata.org/entity/Q11480736,,NA,NA,NA,NA,NA,5346,
5347,http://www.wikidata.org/entity/Q11480819,,NA,NA,NA,NA,NA,5347,
5348,http://www.wikidata.org/entity/Q11482737,,NA,NA,NA,NA,NA,5348,
5349,http://www.wikidata.org/entity/Q1148314,,university-teacher,NA,NA,NA,NA,5349,
5350,http://www.wikidata.org/entity/Q114841911,,educator,NA,NA,NA,NA,5350,
5351,http://www.wikidata.org/entity/Q11485548,,NA,NA,NA,NA,NA,5351,
5352,http://www.wikidata.org/entity/Q11485688,,NA,NA,NA,NA,NA,5352,
5353,http://www.wikidata.org/entity/Q11485872,,NA,NA,NA,NA,NA,5353,
5354,http://www.wikidata.org/entity/Q11485883,,NA,NA,NA,NA,NA,5354,
5355,http://www.wikidata.org/entity/Q11486337,,NA,NA,NA,NA,NA,5355,
5356,http://www.wikidata.org/entity/Q11486870,,politician,NA,NA,NA,NA,5356,
5357,http://www.wikidata.org/entity/Q114874647,,research-professor,NA,secretary-of-state,NA,NA,5357,
5358,http://www.wikidata.org/entity/Q11488108,,university-teacher,NA,NA,NA,NA,5358,
5359,http://www.wikidata.org/entity/Q11488434,,NA,NA,NA,NA,NA,5359,
5360,http://www.wikidata.org/entity/Q11491101,,NA,NA,NA,NA,NA,5360,
5361,http://www.wikidata.org/entity/Q11492201,,NA,NA,NA,NA,NA,5361,
5362,http://www.wikidata.org/entity/Q114956939,,university-teacher,NA,sociology,sociology-of-the-family,economic-sociology,5362,
5363,http://www.wikidata.org/entity/Q114963472,,university-teacher,NA,NA,NA,NA,5363,
5364,http://www.wikidata.org/entity/Q11496559,,NA,NA,NA,NA,NA,5364,
5365,http://www.wikidata.org/entity/Q114968683,,historian,NA,NA,NA,NA,5365,
5366,http://www.wikidata.org/entity/Q11496984,,lighting-designer,NA,NA,NA,NA,5366,
5367,http://www.wikidata.org/entity/Q11497494,,NA,NA,NA,NA,NA,5367,
5368,http://www.wikidata.org/entity/Q114976,,university-teacher,NA,sociology,NA,NA,5368,
5369,http://www.wikidata.org/entity/Q114977584,,NA,NA,NA,NA,NA,5369,
5370,http://www.wikidata.org/entity/Q114984716,,NA,NA,NA,NA,NA,5370,
5371,http://www.wikidata.org/entity/Q114986276,,writer,NA,NA,NA,NA,5371,
5372,http://www.wikidata.org/entity/Q11499609,,NA,NA,NA,NA,NA,5372,
5373,http://www.wikidata.org/entity/Q11501620,,NA,NA,NA,NA,NA,5373,
5374,http://www.wikidata.org/entity/Q115021,,university-teacher,NA,sociology-of-law,prison,NA,5374,
5375,http://www.wikidata.org/entity/Q11502462,,NA,NA,NA,NA,NA,5375,
5376,http://www.wikidata.org/entity/Q115038576,,NA,NA,NA,NA,NA,5376,
5377,http://www.wikidata.org/entity/Q11504106,,NA,NA,NA,NA,NA,5377,
5378,http://www.wikidata.org/entity/Q115045593,,journalist,NA,NA,NA,NA,5378,
5379,http://www.wikidata.org/entity/Q115051893,,university-teacher,NA,sociology,NA,NA,5379,
5380,http://www.wikidata.org/entity/Q115069,,university-teacher,NA,NA,NA,NA,5380,
5381,http://www.wikidata.org/entity/Q115090421,,translator,NA,NA,NA,NA,5381,
5382,http://www.wikidata.org/entity/Q115092573,,politician,NA,NA,NA,NA,5382,
5383,http://www.wikidata.org/entity/Q115103063,,NA,NA,NA,NA,NA,5383,
5384,http://www.wikidata.org/entity/Q11510796,,NA,NA,NA,NA,NA,5384,
5385,http://www.wikidata.org/entity/Q115110475,,economist,NA,NA,NA,NA,5385,
5386,http://www.wikidata.org/entity/Q115111336,,NA,NA,NA,NA,NA,5386,
5387,http://www.wikidata.org/entity/Q115111674,,NA,NA,NA,NA,NA,5387,
5388,http://www.wikidata.org/entity/Q11511333,,NA,NA,NA,NA,NA,5388,
5389,http://www.wikidata.org/entity/Q115119129,,political-scientist,NA,NA,NA,NA,5389,
5390,http://www.wikidata.org/entity/Q115123062,,sexologist,NA,NA,NA,NA,5390,
5391,http://www.wikidata.org/entity/Q115128351,,NA,NA,NA,NA,NA,5391,
5392,http://www.wikidata.org/entity/Q11513097,,NA,NA,NA,NA,NA,5392,
5393,http://www.wikidata.org/entity/Q115131744,,academic,NA,globalization,work,labor-movement,5393,
5394,http://www.wikidata.org/entity/Q115132373,,university-teacher,NA,NA,NA,NA,5394,
5395,http://www.wikidata.org/entity/Q115133478,,university-teacher,NA,sociology,political-science,social-policy,5395,
5396,http://www.wikidata.org/entity/Q11513515,,university-teacher,NA,gender-studies,NA,NA,5396,
5397,http://www.wikidata.org/entity/Q115147697,,NA,NA,youth-studies,NA,NA,5397,
5398,http://www.wikidata.org/entity/Q115157445,,professor,NA,NA,NA,NA,5398,
5399,http://www.wikidata.org/entity/Q115161063,,university-teacher,NA,criminology,social-work,NA,5399,
5400,http://www.wikidata.org/entity/Q11516679,,NA,NA,NA,NA,NA,5400,
5401,http://www.wikidata.org/entity/Q11516768,,NA,NA,NA,NA,NA,5401,
5402,http://www.wikidata.org/entity/Q11518027,,NA,NA,NA,NA,NA,5402,
5403,http://www.wikidata.org/entity/Q11518189,,NA,NA,NA,NA,NA,5403,
5404,http://www.wikidata.org/entity/Q11518224,,NA,NA,NA,NA,NA,5404,
5405,http://www.wikidata.org/entity/Q115185044,,NA,NA,NA,NA,NA,5405,
5406,http://www.wikidata.org/entity/Q11518760,,NA,NA,NA,NA,NA,5406,
5407,http://www.wikidata.org/entity/Q11518988,,university-teacher,NA,NA,NA,NA,5407,
5408,http://www.wikidata.org/entity/Q115193454,,NA,NA,NA,NA,NA,5408,
5409,http://www.wikidata.org/entity/Q115193989,,anthropologist,NA,NA,NA,NA,5409,
5410,http://www.wikidata.org/entity/Q115196165,,translator,NA,sociology,translation,NA,5410,
5411,http://www.wikidata.org/entity/Q115198569,,researcher,NA,NA,NA,NA,5411,
5412,http://www.wikidata.org/entity/Q11520531,,NA,NA,NA,NA,NA,5412,
5413,http://www.wikidata.org/entity/Q11520576,,NA,NA,NA,NA,NA,5413,
5414,http://www.wikidata.org/entity/Q11520634,,pedagogue,NA,NA,NA,NA,5414,
5415,http://www.wikidata.org/entity/Q11521719,,NA,NA,NA,NA,NA,5415,
5416,http://www.wikidata.org/entity/Q11521978,,NA,NA,NA,NA,NA,5416,
5417,http://www.wikidata.org/entity/Q11522129,,university-teacher,NA,japanese-studies,NA,NA,5417,
5418,http://www.wikidata.org/entity/Q115223935,,politician,NA,NA,NA,NA,5418,
5419,http://www.wikidata.org/entity/Q11522647,,NA,NA,NA,NA,NA,5419,
5420,http://www.wikidata.org/entity/Q115239167,,university-teacher,NA,NA,NA,NA,5420,
5421,http://www.wikidata.org/entity/Q115239814,,NA,NA,NA,NA,NA,5421,
5422,http://www.wikidata.org/entity/Q115240510,,university-teacher,NA,sociology,urban-sociology,ethnicity,5422,
5423,http://www.wikidata.org/entity/Q115252431,,NA,NA,NA,NA,NA,5423,
5424,http://www.wikidata.org/entity/Q115255685,,NA,NA,NA,NA,NA,5424,
5425,http://www.wikidata.org/entity/Q115258561,,journalist,NA,education-in-panama,politics-of-panama,NA,5425,
5426,http://www.wikidata.org/entity/Q115264608,,university-teacher,NA,NA,NA,NA,5426,
5427,http://www.wikidata.org/entity/Q115264737,,university-teacher,NA,NA,NA,NA,5427,
5428,http://www.wikidata.org/entity/Q115268452,,official,NA,NA,NA,NA,5428,
5429,http://www.wikidata.org/entity/Q115273217,,lawyer,NA,NA,NA,NA,5429,
5430,http://www.wikidata.org/entity/Q11529427,,NA,NA,NA,NA,NA,5430,
5431,http://www.wikidata.org/entity/Q115298894,,university-teacher,NA,digital-commons,digital-labor,NA,5431,
5432,http://www.wikidata.org/entity/Q11530835,,NA,NA,NA,NA,NA,5432,
5433,http://www.wikidata.org/entity/Q11531189,,NA,NA,NA,NA,NA,5433,
5434,http://www.wikidata.org/entity/Q11532023,,NA,NA,NA,NA,NA,5434,
5435,http://www.wikidata.org/entity/Q11532322,,NA,NA,NA,NA,NA,5435,
5436,http://www.wikidata.org/entity/Q115324998,,writer,NA,psychoanalysis,queer-studies,NA,5436,
5437,http://www.wikidata.org/entity/Q11532869,,NA,NA,NA,NA,NA,5437,
5438,http://www.wikidata.org/entity/Q115329028,,professor,NA,NA,NA,NA,5438,
5439,http://www.wikidata.org/entity/Q11533060,,NA,NA,NA,NA,NA,5439,
5440,http://www.wikidata.org/entity/Q11533291,,NA,NA,NA,NA,NA,5440,
5441,http://www.wikidata.org/entity/Q11533375,,NA,NA,NA,NA,NA,5441,
5442,http://www.wikidata.org/entity/Q11533726,,NA,NA,NA,NA,NA,5442,
5443,http://www.wikidata.org/entity/Q115356966,,politician,NA,NA,NA,NA,5443,
5444,http://www.wikidata.org/entity/Q11535775,,NA,NA,NA,NA,NA,5444,
5445,http://www.wikidata.org/entity/Q11536891,,NA,NA,NA,NA,NA,5445,
5446,http://www.wikidata.org/entity/Q11537421,,NA,NA,NA,NA,NA,5446,
5447,http://www.wikidata.org/entity/Q11537790,,NA,NA,NA,NA,NA,5447,
5448,http://www.wikidata.org/entity/Q11538864,,NA,NA,NA,NA,NA,5448,
5449,http://www.wikidata.org/entity/Q11538908,,NA,NA,NA,NA,NA,5449,
5450,http://www.wikidata.org/entity/Q11539307,,NA,NA,NA,NA,NA,5450,
5451,http://www.wikidata.org/entity/Q11539336,,NA,NA,NA,NA,NA,5451,
5452,http://www.wikidata.org/entity/Q11539539,,NA,NA,NA,NA,NA,5452,
5453,http://www.wikidata.org/entity/Q11539876,,NA,NA,NA,NA,NA,5453,
5454,http://www.wikidata.org/entity/Q11540192,,NA,NA,NA,NA,NA,5454,
5455,http://www.wikidata.org/entity/Q115429309,,university-teacher,NA,NA,NA,NA,5455,
5456,http://www.wikidata.org/entity/Q115433071,,journalist,NA,NA,NA,NA,5456,
5457,http://www.wikidata.org/entity/Q115434016,,writer,NA,sociology,anthropology,NA,5457,
5458,http://www.wikidata.org/entity/Q11543640,,NA,NA,NA,NA,NA,5458,
5459,http://www.wikidata.org/entity/Q11543774,,reporter,NA,NA,NA,NA,5459,
5460,http://www.wikidata.org/entity/Q11543840,,NA,NA,NA,NA,NA,5460,
5461,http://www.wikidata.org/entity/Q11543858,,NA,NA,NA,NA,NA,5461,
5462,http://www.wikidata.org/entity/Q11544101,,professor,NA,sociology,NA,NA,5462,
5463,http://www.wikidata.org/entity/Q11544560,,NA,NA,NA,NA,NA,5463,
5464,http://www.wikidata.org/entity/Q11544798,,NA,NA,NA,NA,NA,5464,
5465,http://www.wikidata.org/entity/Q11544814,,NA,NA,anthropology,folklore,mythology,5465,
5466,http://www.wikidata.org/entity/Q11545434,,NA,NA,NA,NA,NA,5466,
5467,http://www.wikidata.org/entity/Q11545533,,NA,NA,NA,NA,NA,5467,
5468,http://www.wikidata.org/entity/Q11545952,,NA,NA,NA,NA,NA,5468,
5469,http://www.wikidata.org/entity/Q1154635,,economist,NA,NA,NA,NA,5469,
5470,http://www.wikidata.org/entity/Q115474139,,university-teacher,NA,sociology,NA,NA,5470,
5471,http://www.wikidata.org/entity/Q11547591,,NA,NA,NA,NA,NA,5471,
5472,http://www.wikidata.org/entity/Q115476080,,university-teacher,NA,sociology,economic-sociology,economics-and-politics,5472,
5473,http://www.wikidata.org/entity/Q115484602,,cultural-anthropologist,NA,cultural-anthropology,NA,NA,5473,
5474,http://www.wikidata.org/entity/Q11548474,,NA,NA,NA,NA,NA,5474,
5475,http://www.wikidata.org/entity/Q11549244,,NA,NA,NA,NA,NA,5475,
5476,http://www.wikidata.org/entity/Q11549358,,NA,NA,NA,NA,NA,5476,
5477,http://www.wikidata.org/entity/Q115493864,,writer,NA,NA,NA,NA,5477,
5478,http://www.wikidata.org/entity/Q11549839,,NA,NA,NA,NA,NA,5478,
5479,http://www.wikidata.org/entity/Q11550339,,NA,NA,NA,NA,NA,5479,
5480,http://www.wikidata.org/entity/Q11550708,,NA,NA,gender-studies,NA,NA,5480,
5481,http://www.wikidata.org/entity/Q115507908,,NA,NA,NA,NA,NA,5481,
5482,http://www.wikidata.org/entity/Q115510155,,researcher,NA,NA,NA,NA,5482,
5483,http://www.wikidata.org/entity/Q115512287,,university-teacher,NA,NA,NA,NA,5483,
5484,http://www.wikidata.org/entity/Q115513180,,NA,NA,NA,NA,NA,5484,
5485,http://www.wikidata.org/entity/Q11551588,,NA,NA,NA,NA,NA,5485,
5486,http://www.wikidata.org/entity/Q11552543,,NA,NA,NA,NA,NA,5486,
5487,http://www.wikidata.org/entity/Q115525617,,NA,NA,NA,NA,NA,5487,
5488,http://www.wikidata.org/entity/Q115530933,,economist,NA,NA,NA,NA,5488,
5489,http://www.wikidata.org/entity/Q115530944,,NA,NA,NA,NA,NA,5489,
5490,http://www.wikidata.org/entity/Q11553816,,NA,NA,NA,NA,NA,5490,
5491,http://www.wikidata.org/entity/Q11553904,,NA,NA,NA,NA,NA,5491,
5492,http://www.wikidata.org/entity/Q11553930,,NA,NA,NA,NA,NA,5492,
5493,http://www.wikidata.org/entity/Q11554245,,NA,NA,NA,NA,NA,5493,
5494,http://www.wikidata.org/entity/Q115548333,,physician,NA,NA,NA,NA,5494,
5495,http://www.wikidata.org/entity/Q115555637,,narcologist,NA,NA,NA,NA,5495,
5496,http://www.wikidata.org/entity/Q115556268,,NA,NA,NA,NA,NA,5496,
5497,http://www.wikidata.org/entity/Q11556001,,NA,NA,NA,NA,NA,5497,
5498,http://www.wikidata.org/entity/Q11556304,,NA,NA,NA,NA,NA,5498,
5499,http://www.wikidata.org/entity/Q115565110,,lawyer,NA,NA,NA,NA,5499,
5500,http://www.wikidata.org/entity/Q115568339,,NA,NA,sociology,NA,NA,5500,
5501,http://www.wikidata.org/entity/Q11556948,,NA,NA,NA,NA,NA,5501,
5502,http://www.wikidata.org/entity/Q11557698,,NA,NA,NA,NA,NA,5502,
5503,http://www.wikidata.org/entity/Q115581520,,NA,NA,NA,NA,NA,5503,
5504,http://www.wikidata.org/entity/Q11558856,,NA,NA,NA,NA,NA,5504,
5505,http://www.wikidata.org/entity/Q11559373,,NA,NA,NA,NA,NA,5505,
5506,http://www.wikidata.org/entity/Q115594885,,NA,NA,NA,NA,NA,5506,
5507,http://www.wikidata.org/entity/Q115595735,,philosopher,NA,NA,NA,NA,5507,
5508,http://www.wikidata.org/entity/Q115599715,,university-teacher,NA,NA,NA,NA,5508,
5509,http://www.wikidata.org/entity/Q11560083,,NA,NA,gender-studies,NA,NA,5509,
5510,http://www.wikidata.org/entity/Q115617046,,NA,NA,NA,NA,NA,5510,
5511,http://www.wikidata.org/entity/Q11561741,,NA,NA,NA,NA,NA,5511,
5512,http://www.wikidata.org/entity/Q115622757,,university-teacher,NA,gender-studies,post-communism,postsocialism,5512,
5513,http://www.wikidata.org/entity/Q11562365,,NA,NA,NA,NA,NA,5513,
5514,http://www.wikidata.org/entity/Q115624379,,NA,NA,NA,NA,NA,5514,
5515,http://www.wikidata.org/entity/Q115624723,,NA,NA,NA,NA,NA,5515,
5516,http://www.wikidata.org/entity/Q115624786,,NA,NA,NA,NA,NA,5516,
5517,http://www.wikidata.org/entity/Q115624809,,NA,NA,NA,NA,NA,5517,
5518,http://www.wikidata.org/entity/Q11562595,,NA,NA,NA,NA,NA,5518,
5519,http://www.wikidata.org/entity/Q11562714,,NA,NA,NA,NA,NA,5519,
5520,http://www.wikidata.org/entity/Q115627786,,NA,NA,NA,NA,NA,5520,
5521,http://www.wikidata.org/entity/Q11563651,,NA,NA,NA,NA,NA,5521,
5522,http://www.wikidata.org/entity/Q11563923,,NA,NA,NA,NA,NA,5522,
5523,http://www.wikidata.org/entity/Q115653975,,writer,NA,NA,NA,NA,5523,
5524,http://www.wikidata.org/entity/Q11565704,,NA,NA,NA,NA,NA,5524,
5525,http://www.wikidata.org/entity/Q11565786,,NA,NA,NA,NA,NA,5525,
5526,http://www.wikidata.org/entity/Q11566408,,NA,NA,NA,NA,NA,5526,
5527,http://www.wikidata.org/entity/Q115675260,,NA,NA,NA,NA,NA,5527,
5528,http://www.wikidata.org/entity/Q115675551,,NA,NA,NA,NA,NA,5528,
5529,http://www.wikidata.org/entity/Q11567751,,NA,NA,NA,NA,NA,5529,
5530,http://www.wikidata.org/entity/Q115677555,,NA,NA,NA,NA,NA,5530,
5531,http://www.wikidata.org/entity/Q115677563,,NA,NA,pelvic-pain,NA,NA,5531,
5532,http://www.wikidata.org/entity/Q11567870,,NA,NA,NA,NA,NA,5532,
5533,http://www.wikidata.org/entity/Q11568663,,NA,NA,gender-studies,NA,NA,5533,
5534,http://www.wikidata.org/entity/Q115689264,,politician,NA,NA,NA,NA,5534,
5535,http://www.wikidata.org/entity/Q115689488,,NA,NA,NA,NA,NA,5535,
5536,http://www.wikidata.org/entity/Q115693700,,researcher,NA,NA,NA,NA,5536,
5537,http://www.wikidata.org/entity/Q11569856,,NA,NA,NA,NA,NA,5537,
5538,http://www.wikidata.org/entity/Q11570281,,NA,NA,NA,NA,NA,5538,
5539,http://www.wikidata.org/entity/Q11570556,,NA,NA,NA,NA,NA,5539,
5540,http://www.wikidata.org/entity/Q11571286,,NA,NA,NA,NA,NA,5540,
5541,http://www.wikidata.org/entity/Q115714442,,NA,NA,NA,NA,NA,5541,
5542,http://www.wikidata.org/entity/Q115740458,,social-historian,NA,NA,NA,NA,5542,
5543,http://www.wikidata.org/entity/Q11575218,,NA,NA,NA,NA,NA,5543,
5544,http://www.wikidata.org/entity/Q11575249,,NA,NA,NA,NA,NA,5544,
5545,http://www.wikidata.org/entity/Q11575309,,historian,NA,NA,NA,NA,5545,
5546,http://www.wikidata.org/entity/Q11575624,,NA,NA,NA,NA,NA,5546,
5547,http://www.wikidata.org/entity/Q115757046,,university-teacher,NA,NA,NA,NA,5547,
5548,http://www.wikidata.org/entity/Q11576338,,NA,NA,NA,NA,NA,5548,
5549,http://www.wikidata.org/entity/Q11576702,,NA,NA,NA,NA,NA,5549,
5550,http://www.wikidata.org/entity/Q115771966,,NA,NA,NA,NA,NA,5550,
5551,http://www.wikidata.org/entity/Q11577325,,NA,NA,NA,NA,NA,5551,
5552,http://www.wikidata.org/entity/Q11577384,,NA,NA,NA,NA,NA,5552,
5553,http://www.wikidata.org/entity/Q11577472,,NA,NA,NA,NA,NA,5553,
5554,http://www.wikidata.org/entity/Q115779550,,documentary-filmmaker,NA,NA,NA,NA,5554,
5555,http://www.wikidata.org/entity/Q11578247,,NA,NA,NA,NA,NA,5555,
5556,http://www.wikidata.org/entity/Q115794925,,university-teacher,NA,sociology-of-culture,sociology-of-sport,NA,5556,
5557,http://www.wikidata.org/entity/Q115796504,,university-teacher,NA,NA,NA,NA,5557,
5558,http://www.wikidata.org/entity/Q11579992,,international-civil-servant,NA,NA,NA,NA,5558,
5559,http://www.wikidata.org/entity/Q115801088,,NA,NA,NA,NA,NA,5559,
5560,http://www.wikidata.org/entity/Q115809991,,university-teacher,NA,sociology,journalism,activism,5560,
5561,http://www.wikidata.org/entity/Q11581333,,NA,NA,NA,NA,NA,5561,
5562,http://www.wikidata.org/entity/Q11581621,,NA,NA,gender-studies,NA,NA,5562,
5563,http://www.wikidata.org/entity/Q115816363,,NA,NA,cultural-management,sociology-of-architecture,NA,5563,
5564,http://www.wikidata.org/entity/Q11581709,,NA,NA,NA,NA,NA,5564,
5565,http://www.wikidata.org/entity/Q11584070,,NA,NA,NA,NA,NA,5565,
5566,http://www.wikidata.org/entity/Q11584096,,NA,NA,NA,NA,NA,5566,
5567,http://www.wikidata.org/entity/Q11584186,,NA,NA,NA,NA,NA,5567,
5568,http://www.wikidata.org/entity/Q11585229,,NA,NA,NA,NA,NA,5568,
5569,http://www.wikidata.org/entity/Q11585268,,NA,NA,NA,NA,NA,5569,
5570,http://www.wikidata.org/entity/Q11585770,,NA,NA,NA,NA,NA,5570,
5571,http://www.wikidata.org/entity/Q11585834,,NA,NA,NA,NA,NA,5571,
5572,http://www.wikidata.org/entity/Q11585845,,NA,NA,NA,NA,NA,5572,
5573,http://www.wikidata.org/entity/Q115861385,,political-scientist,NA,economics-and-politics,english-racing-automobiles,intel,5573,
5574,http://www.wikidata.org/entity/Q11586337,,NA,NA,NA,NA,NA,5574,
5575,http://www.wikidata.org/entity/Q115863609,,politician,NA,NA,NA,NA,5575,
5576,http://www.wikidata.org/entity/Q115866074,,university-teacher,NA,NA,NA,NA,5576,
5577,http://www.wikidata.org/entity/Q115867574,,university-teacher,NA,NA,NA,NA,5577,
5578,http://www.wikidata.org/entity/Q115867921,,NA,NA,NA,NA,NA,5578,
5579,http://www.wikidata.org/entity/Q11586886,,NA,NA,NA,NA,NA,5579,
5580,http://www.wikidata.org/entity/Q11586908,,NA,NA,NA,NA,NA,5580,
5581,http://www.wikidata.org/entity/Q11588003,,NA,NA,NA,NA,NA,5581,
5582,http://www.wikidata.org/entity/Q115903416,,poet,NA,NA,NA,NA,5582,
5583,http://www.wikidata.org/entity/Q11590851,,NA,NA,NA,NA,NA,5583,
5584,http://www.wikidata.org/entity/Q115915552,,NA,NA,NA,NA,NA,5584,
5585,http://www.wikidata.org/entity/Q115929670,,NA,NA,NA,NA,NA,5585,
5586,http://www.wikidata.org/entity/Q11593891,,NA,NA,NA,NA,NA,5586,
5587,http://www.wikidata.org/entity/Q11594469,,NA,NA,NA,NA,NA,5587,
5588,http://www.wikidata.org/entity/Q11594844,,NA,NA,NA,NA,NA,5588,
5589,http://www.wikidata.org/entity/Q115948575,,NA,NA,NA,NA,NA,5589,
5590,http://www.wikidata.org/entity/Q11595038,,NA,NA,NA,NA,NA,5590,
5591,http://www.wikidata.org/entity/Q11595048,,NA,NA,NA,NA,NA,5591,
5592,http://www.wikidata.org/entity/Q115952257,,university-teacher,NA,NA,NA,NA,5592,
5593,http://www.wikidata.org/entity/Q115957395,,researcher,NA,NA,NA,NA,5593,
5594,http://www.wikidata.org/entity/Q11596446,,NA,NA,NA,NA,NA,5594,
5595,http://www.wikidata.org/entity/Q11596561,,NA,NA,NA,NA,NA,5595,
5596,http://www.wikidata.org/entity/Q115973786,,university-teacher,NA,sociology,political-science,political-sociology,5596,
5597,http://www.wikidata.org/entity/Q115977141,,NA,NA,NA,NA,NA,5597,
5598,http://www.wikidata.org/entity/Q11597855,,NA,NA,NA,NA,NA,5598,
5599,http://www.wikidata.org/entity/Q11598011,,NA,NA,NA,NA,NA,5599,
5600,http://www.wikidata.org/entity/Q11598921,,NA,NA,NA,NA,NA,5600,
